"PRO_COM","Municipality","IFC_decile","Year","GRINS_macroclass","GRINS_class","Period"
1001,"Agliè",3,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1002,"Airasca",4,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1003,"Ala di Stura",4,"2018","1 ITALIA INTERNA","1.2.1 - Interno prossimo scarsamente popolato","Pre-COVID"
1004,"Albiano d'Ivrea",5,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1006,"Almese",1,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1007,"Alpette",9,"2018","1 ITALIA INTERNA","1.2.1 - Interno prossimo scarsamente popolato","Pre-COVID"
1008,"Alpignano",4,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1009,"Andezeno",1,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1010,"Andrate",9,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1011,"Angrogna",7,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1012,"Arignano",1,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1013,"Avigliana",1,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1014,"Azeglio",2,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1015,"Bairo",2,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1016,"Balangero",4,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1017,"Baldissero Canavese",1,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1018,"Baldissero Torinese",4,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1019,"Balme",4,"2018","1 ITALIA INTERNA","1.2.1 - Interno prossimo scarsamente popolato","Pre-COVID"
1020,"Banchette",5,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1021,"Barbania",5,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1022,"Bardonecchia",4,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1023,"Barone Canavese",1,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1024,"Beinasco",6,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1025,"Bibiana",6,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1026,"Bobbio Pellice",6,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1027,"Bollengo",1,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1028,"Borgaro Torinese",3,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1029,"Borgiallo",9,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1030,"Borgofranco d'Ivrea",5,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1031,"Borgomasino",7,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1032,"Borgone Susa",5,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1033,"Bosconero",3,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1034,"Brandizzo",6,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1035,"Bricherasio",2,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1036,"Brosso",8,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1037,"Brozolo",4,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1038,"Bruino",4,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1039,"Brusasco",6,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1040,"Bruzolo",6,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1041,"Buriasco",3,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1042,"Burolo",1,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1043,"Busano",2,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1044,"Bussoleno",5,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1045,"Buttigliera Alta",3,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1046,"Cafasse",4,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1047,"Caluso",2,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1048,"Cambiano",2,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1049,"Campiglione Fenile",2,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1050,"Candia Canavese",2,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1051,"Candiolo",3,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1052,"Canischio",10,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1053,"Cantalupa",5,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1054,"Cantoira",5,"2018","1 ITALIA INTERNA","1.2.1 - Interno prossimo scarsamente popolato","Pre-COVID"
1055,"Caprie",5,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1056,"Caravino",6,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1057,"Carema",4,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1058,"Carignano",4,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1059,"Carmagnola",3,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1060,"Casalborgone",4,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1061,"Cascinette d'Ivrea",1,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1062,"Caselette",1,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1063,"Caselle Torinese",3,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1064,"Castagneto Po",4,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1065,"Castagnole Piemonte",4,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1066,"Castellamonte",4,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1067,"Castelnuovo Nigra",9,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1068,"Castiglione Torinese",2,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1069,"Cavagnolo",6,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1070,"Cavour",3,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1071,"Cercenasco",5,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1072,"Ceres",7,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1073,"Ceresole Reale",5,"2018","1 ITALIA INTERNA","1.2.1 - Interno prossimo scarsamente popolato","Pre-COVID"
1074,"Cesana Torinese",4,"2018","1 ITALIA INTERNA","1.2.1 - Interno prossimo scarsamente popolato","Pre-COVID"
1075,"Chialamberto",3,"2018","1 ITALIA INTERNA","1.2.1 - Interno prossimo scarsamente popolato","Pre-COVID"
1076,"Chianocco",5,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1077,"Chiaverano",4,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1078,"Chieri",2,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1079,"Chiesanuova",7,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1080,"Chiomonte",8,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1081,"Chiusa di San Michele",4,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1082,"Chivasso",4,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1083,"Ciconio",8,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1084,"Cintano",7,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1085,"Cinzano",7,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1086,"Ciriè",3,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1087,"Claviere",8,"2018","1 ITALIA INTERNA","1.2.1 - Interno prossimo scarsamente popolato","Pre-COVID"
1088,"Coassolo Torinese",7,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1089,"Coazze",5,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1090,"Collegno",4,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1091,"Colleretto Castelnuovo",6,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1092,"Colleretto Giacosa",1,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1093,"Condove",5,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1094,"Corio",6,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1095,"Cossano Canavese",7,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1096,"Cuceglio",2,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1097,"Cumiana",3,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1098,"Cuorgnè",4,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1099,"Druento",1,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1100,"Exilles",8,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1101,"Favria",5,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1102,"Feletto",7,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1103,"Fenestrelle",5,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1104,"Fiano",4,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1105,"Fiorano Canavese",8,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1106,"Foglizzo",5,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1107,"Forno Canavese",6,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1108,"Frassinetto",4,"2018","1 ITALIA INTERNA","1.2.1 - Interno prossimo scarsamente popolato","Pre-COVID"
1109,"Front",3,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1110,"Frossasco",3,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1111,"Garzigliana",5,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1112,"Gassino Torinese",5,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1113,"Germagnano",5,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1114,"Giaglione",8,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1115,"Giaveno",5,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1116,"Givoletto",2,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1117,"Gravere",10,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1118,"Groscavallo",5,"2018","1 ITALIA INTERNA","1.2.1 - Interno prossimo scarsamente popolato","Pre-COVID"
1119,"Grosso",2,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1120,"Grugliasco",8,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1121,"Ingria",8,"2018","1 ITALIA INTERNA","1.2.1 - Interno prossimo scarsamente popolato","Pre-COVID"
1122,"Inverso Pinasca",6,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1123,"Isolabella",7,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1124,"Issiglio",9,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1125,"Ivrea",1,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1126,"La Cassa",3,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1127,"La Loggia",4,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1128,"Lanzo Torinese",3,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1129,"Lauriano",5,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1130,"Leini",3,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1131,"Lemie",10,"2018","1 ITALIA INTERNA","1.2.1 - Interno prossimo scarsamente popolato","Pre-COVID"
1132,"Lessolo",5,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1133,"Levone",5,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1134,"Locana",2,"2018","1 ITALIA INTERNA","1.2.1 - Interno prossimo scarsamente popolato","Pre-COVID"
1135,"Lombardore",1,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1136,"Lombriasco",3,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1137,"Loranzè",5,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1139,"Luserna San Giovanni",5,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1140,"Lusernetta",9,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1141,"Lusigliè",6,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1142,"Macello",5,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1143,"Maglione",6,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1316,"Mappano",6,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1144,"Marentino",7,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1145,"Massello",4,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1146,"Mathi",3,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1147,"Mattie",7,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1148,"Mazzè",5,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1149,"Meana di Susa",8,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1150,"Mercenasco",4,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1152,"Mezzenile",8,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1153,"Mombello di Torino",8,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1154,"Mompantero",6,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1155,"Monastero di Lanzo",8,"2018","1 ITALIA INTERNA","1.2.1 - Interno prossimo scarsamente popolato","Pre-COVID"
1156,"Moncalieri",3,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1157,"Moncenisio",5,"2018","1 ITALIA INTERNA","1.2.1 - Interno prossimo scarsamente popolato","Pre-COVID"
1158,"Montaldo Torinese",3,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1159,"Montalenghe",5,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1160,"Montalto Dora",2,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1161,"Montanaro",6,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1162,"Monteu da Po",7,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1163,"Moriondo Torinese",4,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1164,"Nichelino",5,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1165,"Noasca",7,"2018","1 ITALIA INTERNA","1.2.1 - Interno prossimo scarsamente popolato","Pre-COVID"
1166,"Nole",4,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1167,"Nomaglio",8,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1168,"None",4,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1169,"Novalesa",9,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1170,"Oglianico",4,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1171,"Orbassano",3,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1172,"Orio Canavese",6,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1173,"Osasco",1,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1174,"Osasio",6,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1175,"Oulx",3,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1176,"Ozegna",3,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1177,"Palazzo Canavese",5,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1178,"Pancalieri",2,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1179,"Parella",3,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1180,"Pavarolo",3,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1181,"Pavone Canavese",6,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1183,"Pecetto Torinese",2,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1184,"Perosa Argentina",5,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1185,"Perosa Canavese",6,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1186,"Perrero",9,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1187,"Pertusio",5,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1188,"Pessinetto",4,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1189,"Pianezza",2,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1190,"Pinasca",5,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1191,"Pinerolo",2,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1192,"Pino Torinese",3,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1193,"Piobesi Torinese",2,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1194,"Piossasco",5,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1195,"Piscina",4,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1196,"Piverone",2,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1197,"Poirino",1,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1198,"Pomaretto",6,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1199,"Pont-Canavese",7,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1200,"Porte",5,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1201,"Pragelato",2,"2018","1 ITALIA INTERNA","1.2.1 - Interno prossimo scarsamente popolato","Pre-COVID"
1202,"Prali",8,"2018","1 ITALIA INTERNA","1.2.1 - Interno prossimo scarsamente popolato","Pre-COVID"
1203,"Pralormo",4,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1204,"Pramollo",10,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1205,"Prarostino",8,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1206,"Prascorsano",8,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1207,"Pratiglione",8,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1208,"Quagliuzzo",4,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1209,"Quassolo",4,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1210,"Quincinetto",2,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1211,"Reano",5,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1212,"Ribordone",9,"2018","1 ITALIA INTERNA","1.2.1 - Interno prossimo scarsamente popolato","Pre-COVID"
1215,"Riva presso Chieri",5,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1213,"Rivalba",3,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1214,"Rivalta di Torino",3,"2018","3 ITALIA METROPOLITANA","3.2.1 - Area metropolitana de jure e de facto (non capoluogo)","Pre-COVID"
1216,"Rivara",3,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
1217,"Rivarolo Canavese",3,"2018","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Pre-COVID"
