"PRO_COM","Municipality","IFC_decile","Year","GRINS_macroclass","GRINS_class","Period"
17126,"Orzivecchi",4,"2021","2 ITALIA DI MEZZO","2.1.2.2 - Continuum urbano-rurale litoraneo e/o di pianura a media densità di popolazione","Post-COVID"
17127,"Ospitaletto",6,"2021","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Post-COVID"
17128,"Ossimo",7,"2021","1 ITALIA INTERNA","1.1.1 - Interno remoto scarsamente popolato","Post-COVID"
17129,"Padenghe sul Garda",1,"2021","2 ITALIA DI MEZZO","2.1.1.2 - Continuum urbano-rurale di montagna/collina interna a media densità di popolazione","Post-COVID"
17130,"Paderno Franciacorta",2,"2021","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Post-COVID"
17131,"Paisco Loveno",10,"2021","1 ITALIA INTERNA","1.1.1 - Interno remoto scarsamente popolato","Post-COVID"
17132,"Paitone",2,"2021","2 ITALIA DI MEZZO","2.1.1.2 - Continuum urbano-rurale di montagna/collina interna a media densità di popolazione","Post-COVID"
17133,"Palazzolo sull'Oglio",2,"2021","2 ITALIA DI MEZZO","2.1.2.2 - Continuum urbano-rurale litoraneo e/o di pianura a media densità di popolazione","Post-COVID"
17134,"Paratico",1,"2021","2 ITALIA DI MEZZO","2.1.1.2 - Continuum urbano-rurale di montagna/collina interna a media densità di popolazione","Post-COVID"
17135,"Paspardo",6,"2021","1 ITALIA INTERNA","1.1.1 - Interno remoto scarsamente popolato","Post-COVID"
17136,"Passirano",1,"2021","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Post-COVID"
17137,"Pavone del Mella",3,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
17139,"Pertica Alta",9,"2021","1 ITALIA INTERNA","1.1.1 - Interno remoto scarsamente popolato","Post-COVID"
17140,"Pertica Bassa",8,"2021","1 ITALIA INTERNA","1.1.1 - Interno remoto scarsamente popolato","Post-COVID"
17141,"Pezzaze",8,"2021","2 ITALIA DI MEZZO","2.1.1.1 - Continuum urbano-rurale di montagna/collina interna scarsamente popolato","Post-COVID"
17142,"Pian Camuno",3,"2021","1 ITALIA INTERNA","1.1.2 - Interno remoto a media densità di popolazione","Post-COVID"
17206,"Piancogno",5,"2021","1 ITALIA INTERNA","1.1.2 - Interno remoto a media densità di popolazione","Post-COVID"
17143,"Pisogne",2,"2021","1 ITALIA INTERNA","1.1.2 - Interno remoto a media densità di popolazione","Post-COVID"
17144,"Polaveno",4,"2021","2 ITALIA DI MEZZO","2.1.1.1 - Continuum urbano-rurale di montagna/collina interna scarsamente popolato","Post-COVID"
17145,"Polpenazze del Garda",1,"2021","2 ITALIA DI MEZZO","2.1.1.2 - Continuum urbano-rurale di montagna/collina interna a media densità di popolazione","Post-COVID"
17146,"Pompiano",6,"2021","2 ITALIA DI MEZZO","2.1.2.2 - Continuum urbano-rurale litoraneo e/o di pianura a media densità di popolazione","Post-COVID"
17147,"Poncarale",2,"2021","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Post-COVID"
17148,"Ponte di Legno",3,"2021","1 ITALIA INTERNA","1.1.1 - Interno remoto scarsamente popolato","Post-COVID"
17149,"Pontevico",3,"2021","2 ITALIA DI MEZZO","2.1.2.2 - Continuum urbano-rurale litoraneo e/o di pianura a media densità di popolazione","Post-COVID"
17150,"Pontoglio",4,"2021","2 ITALIA DI MEZZO","2.1.2.2 - Continuum urbano-rurale litoraneo e/o di pianura a media densità di popolazione","Post-COVID"
17151,"Pozzolengo",2,"2021","2 ITALIA DI MEZZO","2.1.1.1 - Continuum urbano-rurale di montagna/collina interna scarsamente popolato","Post-COVID"
17152,"Pralboino",2,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
17153,"Preseglie",3,"2021","1 ITALIA INTERNA","1.1.2 - Interno remoto a media densità di popolazione","Post-COVID"
17155,"Prevalle",3,"2021","2 ITALIA DI MEZZO","2.1.1.2 - Continuum urbano-rurale di montagna/collina interna a media densità di popolazione","Post-COVID"
17156,"Provaglio d'Iseo",1,"2021","2 ITALIA DI MEZZO","2.1.1.2 - Continuum urbano-rurale di montagna/collina interna a media densità di popolazione","Post-COVID"
17157,"Provaglio Val Sabbia",8,"2021","1 ITALIA INTERNA","1.1.1 - Interno remoto scarsamente popolato","Post-COVID"
17158,"Puegnago del Garda",1,"2021","2 ITALIA DI MEZZO","2.1.1.2 - Continuum urbano-rurale di montagna/collina interna a media densità di popolazione","Post-COVID"
17159,"Quinzano d'Oglio",2,"2021","2 ITALIA DI MEZZO","2.1.2.2 - Continuum urbano-rurale litoraneo e/o di pianura a media densità di popolazione","Post-COVID"
17160,"Remedello",3,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
17161,"Rezzato",2,"2021","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Post-COVID"
17162,"Roccafranca",5,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
17163,"Rodengo Saiano",1,"2021","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Post-COVID"
17164,"Roè Volciano",1,"2021","2 ITALIA DI MEZZO","2.1.1.2 - Continuum urbano-rurale di montagna/collina interna a media densità di popolazione","Post-COVID"
17165,"Roncadelle",2,"2021","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Post-COVID"
17166,"Rovato",2,"2021","2 ITALIA DI MEZZO","2.1.2.2 - Continuum urbano-rurale litoraneo e/o di pianura a media densità di popolazione","Post-COVID"
17167,"Rudiano",3,"2021","2 ITALIA DI MEZZO","2.1.2.2 - Continuum urbano-rurale litoraneo e/o di pianura a media densità di popolazione","Post-COVID"
17168,"Sabbio Chiese",2,"2021","2 ITALIA DI MEZZO","2.1.1.2 - Continuum urbano-rurale di montagna/collina interna a media densità di popolazione","Post-COVID"
17169,"Sale Marasino",3,"2021","2 ITALIA DI MEZZO","2.1.1.2 - Continuum urbano-rurale di montagna/collina interna a media densità di popolazione","Post-COVID"
17170,"Salò",1,"2021","2 ITALIA DI MEZZO","2.1.1.2 - Continuum urbano-rurale di montagna/collina interna a media densità di popolazione","Post-COVID"
17171,"San Felice del Benaco",1,"2021","2 ITALIA DI MEZZO","2.1.1.2 - Continuum urbano-rurale di montagna/collina interna a media densità di popolazione","Post-COVID"
17172,"San Gervasio Bresciano",5,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
17138,"San Paolo",3,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
17173,"San Zeno Naviglio",1,"2021","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Post-COVID"
17174,"Sarezzo",2,"2021","2 ITALIA DI MEZZO","2.1.1.2 - Continuum urbano-rurale di montagna/collina interna a media densità di popolazione","Post-COVID"
17175,"Saviore dell'Adamello",7,"2021","1 ITALIA INTERNA","1.1.1 - Interno remoto scarsamente popolato","Post-COVID"
17176,"Sellero",3,"2021","1 ITALIA INTERNA","1.1.1 - Interno remoto scarsamente popolato","Post-COVID"
17177,"Seniga",5,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
17178,"Serle",6,"2021","2 ITALIA DI MEZZO","2.1.1.2 - Continuum urbano-rurale di montagna/collina interna a media densità di popolazione","Post-COVID"
17179,"Sirmione",1,"2021","2 ITALIA DI MEZZO","2.1.1.2 - Continuum urbano-rurale di montagna/collina interna a media densità di popolazione","Post-COVID"
17180,"Soiano del Lago",1,"2021","2 ITALIA DI MEZZO","2.1.1.2 - Continuum urbano-rurale di montagna/collina interna a media densità di popolazione","Post-COVID"
17181,"Sonico",1,"2021","1 ITALIA INTERNA","1.1.1 - Interno remoto scarsamente popolato","Post-COVID"
17182,"Sulzano",6,"2021","2 ITALIA DI MEZZO","2.1.1.2 - Continuum urbano-rurale di montagna/collina interna a media densità di popolazione","Post-COVID"
17183,"Tavernole sul Mella",3,"2021","2 ITALIA DI MEZZO","2.1.1.1 - Continuum urbano-rurale di montagna/collina interna scarsamente popolato","Post-COVID"
17184,"Temù",2,"2021","1 ITALIA INTERNA","1.1.1 - Interno remoto scarsamente popolato","Post-COVID"
17185,"Tignale",2,"2021","1 ITALIA INTERNA","1.1.1 - Interno remoto scarsamente popolato","Post-COVID"
17186,"Torbole Casaglia",2,"2021","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Post-COVID"
17187,"Toscolano-Maderno",1,"2021","2 ITALIA DI MEZZO","2.1.1.2 - Continuum urbano-rurale di montagna/collina interna a media densità di popolazione","Post-COVID"
17188,"Travagliato",2,"2021","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Post-COVID"
17189,"Tremosine sul Garda",1,"2021","1 ITALIA INTERNA","1.1.1 - Interno remoto scarsamente popolato","Post-COVID"
17190,"Trenzano",3,"2021","2 ITALIA DI MEZZO","2.1.2.2 - Continuum urbano-rurale litoraneo e/o di pianura a media densità di popolazione","Post-COVID"
17191,"Treviso Bresciano",7,"2021","1 ITALIA INTERNA","1.1.1 - Interno remoto scarsamente popolato","Post-COVID"
17192,"Urago d'Oglio",5,"2021","2 ITALIA DI MEZZO","2.1.2.2 - Continuum urbano-rurale litoraneo e/o di pianura a media densità di popolazione","Post-COVID"
17193,"Vallio Terme",3,"2021","2 ITALIA DI MEZZO","2.1.1.1 - Continuum urbano-rurale di montagna/collina interna scarsamente popolato","Post-COVID"
17194,"Valvestino",4,"2021","1 ITALIA INTERNA","1.1.1 - Interno remoto scarsamente popolato","Post-COVID"
17195,"Verolanuova",2,"2021","2 ITALIA DI MEZZO","2.1.2.2 - Continuum urbano-rurale litoraneo e/o di pianura a media densità di popolazione","Post-COVID"
17196,"Verolavecchia",4,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
17197,"Vestone",2,"2021","1 ITALIA INTERNA","1.1.1 - Interno remoto scarsamente popolato","Post-COVID"
17198,"Vezza d'Oglio",1,"2021","1 ITALIA INTERNA","1.1.1 - Interno remoto scarsamente popolato","Post-COVID"
17199,"Villa Carcina",3,"2021","2 ITALIA DI MEZZO","2.1.1.2 - Continuum urbano-rurale di montagna/collina interna a media densità di popolazione","Post-COVID"
17200,"Villachiara",7,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
17201,"Villanuova sul Clisi",2,"2021","2 ITALIA DI MEZZO","2.1.1.2 - Continuum urbano-rurale di montagna/collina interna a media densità di popolazione","Post-COVID"
17202,"Vione",4,"2021","1 ITALIA INTERNA","1.1.1 - Interno remoto scarsamente popolato","Post-COVID"
17203,"Visano",2,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
17204,"Vobarno",3,"2021","2 ITALIA DI MEZZO","2.1.1.2 - Continuum urbano-rurale di montagna/collina interna a media densità di popolazione","Post-COVID"
17205,"Zone",6,"2021","1 ITALIA INTERNA","1.1.1 - Interno remoto scarsamente popolato","Post-COVID"
18026,"Campospinoso Albaredo",1,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18001,"Alagna",7,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18003,"Albaredo Arnaboldi",8,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18003,"Albonese",7,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18004,"Albuzzano",3,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18005,"Arena Po",7,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18006,"Badia Pavese",4,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18007,"Bagnaria",7,"2021","2 ITALIA DI MEZZO","2.1.1.1 - Continuum urbano-rurale di montagna/collina interna scarsamente popolato","Post-COVID"
18008,"Barbianello",5,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18009,"Bascapè",7,"2021","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Post-COVID"
18011,"Bastida Pancarana",9,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18012,"Battuda",6,"2021","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Post-COVID"
18013,"Belgioioso",3,"2021","2 ITALIA DI MEZZO","2.1.2.2 - Continuum urbano-rurale litoraneo e/o di pianura a media densità di popolazione","Post-COVID"
18014,"Bereguardo",1,"2021","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Post-COVID"
18015,"Borgarello",3,"2021","2 ITALIA DI MEZZO","2.1.2.2 - Continuum urbano-rurale litoraneo e/o di pianura a media densità di popolazione","Post-COVID"
18016,"Borgo Priolo",8,"2021","2 ITALIA DI MEZZO","2.1.1.1 - Continuum urbano-rurale di montagna/collina interna scarsamente popolato","Post-COVID"
18018,"Borgo San Siro",2,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18017,"Borgoratto Mormorolo",10,"2021","2 ITALIA DI MEZZO","2.1.1.1 - Continuum urbano-rurale di montagna/collina interna scarsamente popolato","Post-COVID"
18019,"Bornasco",6,"2021","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Post-COVID"
18020,"Bosnasco",2,"2021","2 ITALIA DI MEZZO","2.1.1.1 - Continuum urbano-rurale di montagna/collina interna scarsamente popolato","Post-COVID"
18021,"Brallo di Pregola",8,"2021","1 ITALIA INTERNA","1.1.1 - Interno remoto scarsamente popolato","Post-COVID"
18022,"Breme",8,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18023,"Bressana Bottarone",4,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18024,"Broni",3,"2021","2 ITALIA DI MEZZO","2.1.2.2 - Continuum urbano-rurale litoraneo e/o di pianura a media densità di popolazione","Post-COVID"
18025,"Calvignano",6,"2021","2 ITALIA DI MEZZO","2.1.1.1 - Continuum urbano-rurale di montagna/collina interna scarsamente popolato","Post-COVID"
18027,"Candia Lomellina",5,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18029,"Canneto Pavese",7,"2021","2 ITALIA DI MEZZO","2.1.1.1 - Continuum urbano-rurale di montagna/collina interna scarsamente popolato","Post-COVID"
18030,"Carbonara al Ticino",1,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18031,"Casanova Lonati",4,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18032,"Casatisma",5,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18033,"Casei Gerola",6,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18034,"Casorate Primo",3,"2021","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Post-COVID"
18035,"Cassolnovo",3,"2021","2 ITALIA DI MEZZO","2.1.2.2 - Continuum urbano-rurale litoraneo e/o di pianura a media densità di popolazione","Post-COVID"
18036,"Castana",9,"2021","2 ITALIA DI MEZZO","2.1.1.1 - Continuum urbano-rurale di montagna/collina interna scarsamente popolato","Post-COVID"
18037,"Casteggio",3,"2021","2 ITALIA DI MEZZO","2.1.1.2 - Continuum urbano-rurale di montagna/collina interna a media densità di popolazione","Post-COVID"
18038,"Castelletto di Branduzzo",3,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18039,"Castello d'Agogna",2,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18040,"Castelnovetto",2,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18041,"Cava Manara",4,"2021","2 ITALIA DI MEZZO","2.1.2.2 - Continuum urbano-rurale litoraneo e/o di pianura a media densità di popolazione","Post-COVID"
18042,"Cecima",5,"2021","2 ITALIA DI MEZZO","2.1.1.1 - Continuum urbano-rurale di montagna/collina interna scarsamente popolato","Post-COVID"
18043,"Ceranova",8,"2021","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Post-COVID"
18044,"Ceretto Lomellina",8,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18045,"Cergnago",6,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18046,"Certosa di Pavia",3,"2021","2 ITALIA DI MEZZO","2.1.2.2 - Continuum urbano-rurale litoraneo e/o di pianura a media densità di popolazione","Post-COVID"
18047,"Cervesina",6,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18048,"Chignolo Po",7,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18049,"Cigognola",5,"2021","2 ITALIA DI MEZZO","2.1.1.1 - Continuum urbano-rurale di montagna/collina interna scarsamente popolato","Post-COVID"
18050,"Cilavegna",5,"2021","2 ITALIA DI MEZZO","2.1.2.2 - Continuum urbano-rurale litoraneo e/o di pianura a media densità di popolazione","Post-COVID"
18051,"Codevilla",1,"2021","2 ITALIA DI MEZZO","2.1.1.1 - Continuum urbano-rurale di montagna/collina interna scarsamente popolato","Post-COVID"
18193,"Colli Verdi",8,"2021","2 ITALIA DI MEZZO","2.1.1.1 - Continuum urbano-rurale di montagna/collina interna scarsamente popolato","Post-COVID"
18052,"Confienza",6,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18053,"Copiano",5,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18054,"Corana",9,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18191,"Cornale e Bastida",7,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18192,"Corteolona e Genzone",5,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18057,"Corvino San Quirico",8,"2021","2 ITALIA DI MEZZO","2.1.1.1 - Continuum urbano-rurale di montagna/collina interna scarsamente popolato","Post-COVID"
18058,"Costa de' Nobili",7,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18059,"Cozzo",7,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18060,"Cura Carpignano",2,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18061,"Dorno",3,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18062,"Ferrera Erbognone",4,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18063,"Filighera",5,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18064,"Fortunago",8,"2021","2 ITALIA DI MEZZO","2.1.1.1 - Continuum urbano-rurale di montagna/collina interna scarsamente popolato","Post-COVID"
18065,"Frascarolo",3,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18066,"Galliavola",10,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18067,"Gambarana",6,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18068,"Gambolò",3,"2021","2 ITALIA DI MEZZO","2.1.2.2 - Continuum urbano-rurale litoraneo e/o di pianura a media densità di popolazione","Post-COVID"
18069,"Garlasco",2,"2021","2 ITALIA DI MEZZO","2.1.2.2 - Continuum urbano-rurale litoraneo e/o di pianura a media densità di popolazione","Post-COVID"
18071,"Gerenzago",6,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18072,"Giussago",4,"2021","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Post-COVID"
18073,"Godiasco Salice Terme",3,"2021","2 ITALIA DI MEZZO","2.1.1.1 - Continuum urbano-rurale di montagna/collina interna scarsamente popolato","Post-COVID"
18074,"Golferenzo",10,"2021","2 ITALIA DI MEZZO","2.1.1.1 - Continuum urbano-rurale di montagna/collina interna scarsamente popolato","Post-COVID"
18075,"Gravellona Lomellina",4,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18076,"Gropello Cairoli",2,"2021","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Post-COVID"
18077,"Inverno e Monteleone",7,"2021","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Post-COVID"
18078,"Landriano",5,"2021","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Post-COVID"
18079,"Langosco",7,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18080,"Lardirago",6,"2021","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Post-COVID"
18081,"Linarolo",4,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18082,"Lirio",10,"2021","2 ITALIA DI MEZZO","2.1.1.1 - Continuum urbano-rurale di montagna/collina interna scarsamente popolato","Post-COVID"
18083,"Lomello",4,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18084,"Lungavilla",8,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18085,"Magherno",6,"2021","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Post-COVID"
18086,"Marcignago",4,"2021","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Post-COVID"
18087,"Marzano",7,"2021","2 ITALIA DI MEZZO","2.3 - Frangia metropolitana de facto o de jure","Post-COVID"
18088,"Mede",1,"2021","2 ITALIA DI MEZZO","2.1.2.2 - Continuum urbano-rurale litoraneo e/o di pianura a media densità di popolazione","Post-COVID"
18089,"Menconico",7,"2021","1 ITALIA INTERNA","1.1.1 - Interno remoto scarsamente popolato","Post-COVID"
18090,"Mezzana Bigli",5,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18091,"Mezzana Rabattone",7,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18092,"Mezzanino",4,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18093,"Miradolo Terme",4,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18094,"Montalto Pavese",10,"2021","2 ITALIA DI MEZZO","2.1.1.1 - Continuum urbano-rurale di montagna/collina interna scarsamente popolato","Post-COVID"
18095,"Montebello della Battaglia",2,"2021","2 ITALIA DI MEZZO","2.1.1.1 - Continuum urbano-rurale di montagna/collina interna scarsamente popolato","Post-COVID"
18096,"Montecalvo Versiggia",8,"2021","2 ITALIA DI MEZZO","2.1.1.1 - Continuum urbano-rurale di montagna/collina interna scarsamente popolato","Post-COVID"
18097,"Montescano",8,"2021","2 ITALIA DI MEZZO","2.1.1.1 - Continuum urbano-rurale di montagna/collina interna scarsamente popolato","Post-COVID"
18098,"Montesegale",8,"2021","2 ITALIA DI MEZZO","2.1.1.1 - Continuum urbano-rurale di montagna/collina interna scarsamente popolato","Post-COVID"
18099,"Monticelli Pavese",6,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18100,"Montù Beccaria",7,"2021","2 ITALIA DI MEZZO","2.1.1.1 - Continuum urbano-rurale di montagna/collina interna scarsamente popolato","Post-COVID"
18101,"Mornico Losana",9,"2021","2 ITALIA DI MEZZO","2.1.1.1 - Continuum urbano-rurale di montagna/collina interna scarsamente popolato","Post-COVID"
18102,"Mortara",3,"2021","2 ITALIA DI MEZZO","2.1.2.2 - Continuum urbano-rurale litoraneo e/o di pianura a media densità di popolazione","Post-COVID"
18103,"Nicorvo",9,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18104,"Olevano di Lomellina",7,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
18105,"Oliva Gessi",9,"2021","2 ITALIA DI MEZZO","2.1.1.1 - Continuum urbano-rurale di montagna/collina interna scarsamente popolato","Post-COVID"
18106,"Ottobiano",5,"2021","2 ITALIA DI MEZZO","2.1.2.1 - Continuum urbano-rurale litoraneo e/o di pianura scarsamente popolato","Post-COVID"
